sub_id,kid_age,kid_gender,kid_gender_code,kid_race,race_id,race_talk,race_convo_topic,race_convo_freq,rac_ineq_talk,rac_ineq_convo_topic,rac_ineq_convo_freq,raceid_talk,raceid_convo_topic,raceid_convo_freq,child_bias_target,child_become_bias,age,race,gender,gender_code,status_1,education,pol_views,time,race_colorblindness_code,race_focus_code,race_preparation_code,race_antibias_code,race_pride_code,race_racism_code,race_advantage_code,race_acknowledgement_code,race_no_code,rac_ineq_colorblindness_code,rac_ineq_focus_code,rac_ineq_preparation_code,rac_ineq_antibias_code,rac_ineq_pride_code,rac_ineq_racism_code,rac_ineq_advantage_code,rac_ineq_acknowledgement_code,rac_ineq_no_code,raceid_colorblindness_code,raceid_focus_code,raceid_preparation_code,raceid_antibias_code,raceid_pride_code,raceid_racism_code,raceid_advantage_code,raceid_acknowledgement_code,raceid_no_code
375,17,Male,1,White/European American,0,1,We talked about the origin of our kind,4,1,Skin colors,4,1,Character,4,4,5,35,White/European American,Male,1,1,9,1.5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
376,11,Male,1,White/European American,0,0,NA,NA,0,NA,NA,0,NA,NA,3,1,31,White/European American,Female,0,5,5,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
377,17,Male,1,White/European American,0,1,I was explaining to him what I understood about race.,3,1,I explained to him why race inequality is bad,3,1,We are the best,3,4,5,44,White/European American,Male,1,8,9,4,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
379,8,Male,1,White/European American,0,1,"What I talked about in recent conversation about is racism. I was trying to discourage my son from looking down on people from different races, so that initiated the idea of explaining to him what race means.",4,1,"What I talked about in the recent conversation about racial inequality to my son was that, I was trying to tell him that racial inequality is not good and inhuman. I tried to discourage him to stay away from anything that has to do with discriminating against races",4,1,"What we talked about in the recent conversation about being white was that, I tried to tell him about his race",4,4,4,30,White/European American,Male,1,8,6,6,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
380,14,Male,1,White/European American,0,0,NA,NA,1,Wasnt one,1,1,Idk,1,1,1,35,White/European American,Female,0,5,4,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
381,9,Male,1,White/European American,0,1,We discussed how you don’t need to say things like the child’s name and have to say their race. It doesn’t matter to me the child’s race of the friend my child is talking about,2,1,We discussed Martin Luther King and his “I had a Dream” speech and the important of what movement he was trying to achieve and how different things were from even today,2,0,NA,NA,2,1,30,White/European American,Female,0,4,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
383,17,Female,0,White/European American,0,0,NA,NA,0,NA,NA,1,Just.told her that were all equal,1,1,1,31,White/European American,Female,0,5,3,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0
385,16,Male,1,White/European American,0,1,"When I spoke to my son I said to him, do you know why you can't get together with the blacks? He said no, why not? and we get together with whites, this is how social balance arises. He asked me what should I do if one day a black man spoke to him and how would he treat him? I told him son they are people, treat them as normal as their color requires.",4,1,"I told my son that race inequality is a normal thing and that it will always exist in the world, so he should always know who is who because of his race, where he could be and how his behavior could be, although not all Blacks are bad, but very few make the difference",4,1,"I told my son that whites are a predominant race in the world, they have control over most things, companies, powers, governments, and in most cases they have created the world that we know today, so you must be proud to be white",4,4,4,50,White/European American,Male,1,8,9,7,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0
386,14,Male,1,White/European American,0,1,he wanted to talk a how blacks get the bad rap all the time,2,0,NA,NA,0,NA,NA,1,1,53,White/European American,Male,1,8,6,4,1,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
389,11,Female,0,Black/African American,1,1,How many black people are dying from the coronavirus,2,1,how certain people have privileges because of their skin complexion,2,1,how you have to be proud of your heritage and except who you are.,2,4,1,35,Black/African American,Male,1,6,6,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
390,9,Male,1,Black/African American,1,1,He was asking me was a certain phrase rasict,3,1,Just asked where are we from,3,1,He just asked me whats the difference,3,5,5,28,Black/African American,Female,0,4,5,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
391,17,Male,1,Black/African American,1,1,"when he came to me as=nd ask why do caucasion people don't like blacks, i told him i honestly don't know why, but that we both can figure it out",3,0,NA,NA,1,that always remember that it doesn't matter what race you are you can do better in your life. That's what I told my son,3,1,1,39,Black/African American,Female,0,9,3,7,1,0,1,1,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,0,0,0
392,18,Female,0,Black/African American,1,1,I just talked about how special she is in the eyes of God and to us as her parents,3,1,it is our jov,4,1,iI really have no recollection to be honest,4,1,1,45,Black/African American,Female,0,6,5,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
393,5,Female,0,Black/African American,1,0,NA,NA,1,That some people won't like her because she's black,3,1,That she's a beautiful black child,3,4,4,26,Black/African American,Female,0,4,4,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
395,12,Male,1,Black/African American,1,1,I told him that do not let people judge you based on the color of your skin or culture you are,3,0,NA,NA,1,Always know where the people of your race comes from so you can better yourself,3,2,3,42,Black/African American,Male,1,7,5,1,1,0,1,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,1
396,9,Male,1,Black/African American,1,1,We talked about the difference between races.,2,1,I let him know that everyone is created equal.,2,1,That we might be a different color but we all are humans and have the same color brain,2,5,4,37,Black/African American,Male,1,6,4,2.5,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
400,13,Female,0,Black/African American,1,1,The different between the color of skin and we are all the same just different skin,3,1,We talked about different races,4,1,We talk about why she looks one way and her friend dont,4,5,1,38,Black/African American,Female,0,6,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
402,15,Male,1,Black/African American,1,1,Im not sure,4,0,NA,NA,0,NA,NA,4,3,35,Black/African American,Female,0,6,5,4,1,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
403,2,Male,1,Black/African American,1,1,That color means nothing we trear everybody how they want too be treated,3,0,NA,NA,1,Too love the skin you’re in,3,3,3,22,Black/African American,Female,0,5,3,4,1,1,0,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,1,0,0,0,0
405,17,Female,0,Black/African American,1,1,How people are racist,2,1,No,3,1,No,3,3,4,23,Black/African American,Male,1,5,3,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
406,12,Male,1,Black/African American,1,1,It’s tough being a young black male in the world,3,0,NA,NA,1,Be comfortable in your skin color,3,4,3,46,Black/African American,Female,0,6,4,2,1,0,1,1,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,1,0,0,0,0
407,10,Male,1,Black/African American,1,1,Race is nothing but color,3,1,Race is nothing but color,4,0,NA,NA,3,2,36,Black/African American,Male,1,9,6,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
408,5,Female,0,Black/African American,1,0,NA,NA,0,NA,NA,0,NA,NA,2,2,31,Black/African American,Female,0,1,4,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
410,15,Female,0,Black/African American,1,1,"why other races choose to like or not like another race and how people are free to their own opinions as long as there is no violence, bullying or anything else harmful going on",2,0,NA,NA,1,we talked about certain situations that could happen and how to react. we also talked about the history of being black like slavery and rosa parks.,2,3,3,28,Black/African American,Female,0,6,4,1,1,0,0,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,0,0,0,0,0,0
411,5,Male,1,Black/African American,1,0,NA,NA,0,NA,NA,0,NA,NA,2,2,28,Black/African American,Male,1,5,6,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
412,10,Female,0,Black/African American,1,1,I talked to her about inequality and racial equality,2,1,all races should be seen as equal and sometimes are situations when they are not,2,0,NA,NA,1,1,32,Black/African American,Male,1,7,6,4,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
413,18,Male,1,Black/African American,1,1,I talked about the fact that Black men are being killed by police at alarming rates.,2,1,I talked about the fact that Blacks are frowned upon because of the color of their skin.,2,1,I told my son it is important that he is proud of his heritage and to do great things in life.,3,5,4,47,Black/African American,Female,0,2,7,1,1,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
415,17,Female,0,Black/African American,1,1,The diversity,3,1,The inequalities,2,1,All of the achievements,5,1,1,46,Black/African American,Male,1,5,4,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
417,2,Male,1,Black/African American,1,1,I talk to my son about different types of races because he said he was being bullied by his classmates because he didn't look like them,3,0,NA,NA,1,My son was being bullied for being black,5,5,3,21,Black/African American,Female,0,6,5,4,1,0,1,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,0,0,0,0,1,0
418,15,Male,1,Black/African American,1,1,We spoke about how black people are treated unfairly by other races and sometimes within their own community.  We also spoke about stereotypes about black people and how others view us as not as equals.,2,1,"We spoke about how black people are not treated the same as white people.  Black people are always looked upon as threats and in a negative manner just by the color of their skin.  This will cause black people to be treated differently by police officers, white women holding their purses close to them whenever a black person walks past them, and treated as a troubled student in school.",2,0,NA,NA,5,1,36,Black/African American,Female,0,5,5,2,1,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
423,3,Female,0,Black/African American,1,0,NA,NA,0,NA,NA,0,NA,NA,2,1,40,Black/African American,Female,0,3,5,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
425,10,Male,1,Black/African American,1,1,That don't let any one bully u because of ur race,4,1,Being different and having different options,3,1,To know where he came from,4,4,3,33,Black/African American,Female,0,9,3,3,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
426,10,Female,0,Black/African American,1,1,To let her know how unique each person is and we can learn from various races of people in life.,2,0,NA,NA,1,"I told her being Black is a good thing. All over the World people loves Blacks, from singers to professional athletes, from poets to actors. People love Blacks. Look at the Kim K. West they love Blacks.",2,1,1,49,Black/African American,Female,0,8,6,5,1,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,1,0,0,0,0
427,13,Male,1,Black/African American,1,1,I explained that there is many different races and people in this world and that it should not affect what or where you want to be in life.,2,1,That it shouldn't be a issue,2,1,Being of color is and can be harder in life.,3,3,3,31,Black/African American,Female,0,6,3,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0
428,3,Female,0,Black/African American,1,0,NA,NA,0,NA,NA,0,NA,NA,4,4,27,Black/African American,Female,0,6,6,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
429,13,Female,0,Black/African American,1,1,She asked me why do black and white people don't get along with each other,3,1,To see the world for what it is,2,1,Everything,2,4,2,35,Black/African American,Male,1,5,5,6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
430,9,Male,1,Black/African American,1,1,"Was explaining how different races are treated differently, blacks are usually treated the worst in many situations, such as slavery.",2,1,"Most of the pandemic deaths in the US are non whites, basically because they have diseases that less access to healthcare. and have low incomes and education, so they tend to get the least, and are denied basic rights.",3,1,We were watching a show that expressed that cops stop black drivers disproportionately than other races. They get stopped anytime and anywhere.,3,5,5,59,Black/African American,Female,0,3,6,1.5,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0
431,2,Male,1,Black/African American,1,0,NA,NA,0,NA,NA,0,NA,NA,3,2,27,Black/African American,Male,1,7,4,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
433,2,Male,1,Black/African American,1,0,NA,NA,0,NA,NA,0,NA,NA,5,5,26,Black/African American,Female,0,10,4,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
434,9,Male,1,Black/African American,1,1,He had a question about a different race,2,1,How this world isn't fair to those of a certain race,2,1,Being Hebrew,3,4,4,29,Black/African American,Female,0,5,4,2,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
435,18,Male,1,Black/African American,1,1,Why white people are sometimes mean to black people,5,1,We talke about the dangers of the kkk,5,1,What it’s like being a black man in america,5,5,5,32,Black/African American,Male,1,10,9,1,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0
436,4,Female,0,Black/African American,1,1,"She was asking me questions in regards to skin completions, specifically white, black and brown.",2,0,NA,NA,1,Different skin complexions.,2,4,1,30,Black/African American,Female,0,2,2,2,1,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,1
437,3,Female,0,Black/African American,1,1,"her best friend is white and she wanted long hair like her friend ,because she wear her hair in an alfro puff so i told her most black people dont have the long straight hair like her friend that she got pretty hair like mommy",2,0,NA,NA,0,NA,NA,3,1,31,Black/African American,Male,1,2,5,4.5,1,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
438,16,Male,1,Black/African American,1,1,We tAlked about why there are different people,2,1,We tAlked about why does racial inequality for only some races,2,1,Being black is his culture and to be proud of your culture,3,5,3,53,Black/African American,Female,0,9,6,4,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
439,15,Male,1,Black/African American,1,1,Certain characters in black history he was curious about,2,1,Protecting themselves when you know you're right,2,1,Being proud of who they are and not be ashamed,3,2,2,50,Black/African American,Male,1,5,6,4,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
440,11,Male,1,Black/African American,1,1,That his skin shouldn’t matter Boone’s does if any case got out of hand and to learn more about his religious cultures,3,1,That none should indiviate or obstruct his racial quality in no suck kind of way,3,1,That being black is just who he is he’s an African American black king,4,3,3,29,Black/African American,Male,1,7,8,7,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
441,0,Female,0,Black/African American,1,0,NA,NA,0,NA,NA,0,NA,NA,5,5,21,Black/African American,Female,0,5,3,7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
442,5,Male,1,Black/African American,1,1,How some people will never change,3,1,How everyone should be treated the same,3,0,NA,NA,2,3,38,Black/African American,Female,0,5,5,7,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
443,15,Female,0,Black/African American,1,0,NA,NA,1,How being black and a woman can prevent you from getting certain jobs or in certain places..,2,0,NA,NA,3,1,45,Black/African American,Female,0,6,6,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
445,15,Female,0,Black/African American,1,1,"She asked me why some white people were mean to her, and I told her some people are just unhappy with themselves so they lash out on others, doesn’t really matter what race they are, it’s just an excuse to be mean.",3,0,NA,NA,1,"I told her to be proud of who you are, you are beautiful and a reflection of God’s craftsmanship, Love it!",2,1,1,46,Black/African American,Male,1,8,3,2,1,0,0,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,0,0
446,1,Female,0,Black/African American,1,0,NA,NA,0,NA,NA,1,"Having bark skin doesn’t mean anything about you nor does it defines who you are. Always be nice, emphatic and ethical with other people and respect and understand their boundaries.",2,3,4,22,Black/African American,Female,0,3,4,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,1,0,0,0,0,0
447,17,Female,0,Black/African American,1,0,NA,NA,0,NA,NA,1,Nothing in particular. Just things she already knows,2,3,1,33,Black/African American,Male,1,6,3,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,1
448,15,Female,0,Black/African American,1,1,How people who do not know you can hate you because of the color of your skin,3,1,The racism my.mother endured during the civil rights era,4,1,Black history month,4,5,1,47,Black/African American,Female,0,1,8,7,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
450,3,Male,1,Black/African American,1,1,I just told them life is harder for black men,3,1,I just let them know the struggles of being a black man in america,4,1,let them know we are kings and queens,4,5,1,28,Black/African American,Male,1,9,5,4,1,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
451,12,Female,0,Black/African American,1,1,my daughter asked why some kids are so mean sometimes  they wont let her play some games at school and avoid her sometimes,2,0,NA,NA,1,she asked why some people call her black,2,3,3,32,Black/African American,Female,0,6,3,4,1,0,0,1,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,0,0,0
453,8,Male,1,Black/African American,1,1,"I was discussing with my child how in this country, you are judge by the color of your skin ,no matter what you do how smart you are, the underline racism is always there, but you have to be proud of who you are and always do your best and be your best",2,0,NA,NA,0,NA,NA,3,2,39,Black/African American,Female,0,6,6,2,1,0,1,1,0,1,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
456,4,Male,1,Black/African American,1,0,NA,NA,0,NA,NA,0,NA,NA,4,5,25,Black/African American,Male,1,7,6,7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
457,4,Male,1,Black/African American,1,0,NA,NA,0,NA,NA,0,NA,NA,2,2,29,Black/African American,Female,0,6,4,4.5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
458,2,Male,1,Black/African American,1,0,NA,NA,0,NA,NA,0,NA,NA,4,4,24,Black/African American,Female,0,1,4,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
460,11,Female,0,Black/African American,1,0,NA,NA,1,"A contest where a young girl played the piano and sung a song, beautifully, no errors. The other girl did a song, she was off key, and her voice was breaking up. The contest was at a basically white school and had never had black students to participate. Of course the white student won, but the school got the backlash. 
",2,0,NA,NA,1,1,65,Black/African American,Female,0,7,4,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
463,14,Male,1,Black/African American,1,1,He want to know why do they even ask that question and what is it suppose to me abd do they judge you on your race never thought i would be having a conversation with my 11 male african american child about race it was a serious conversation about human and how we are all equal but we get put in different categories by the color of skin and ancestor and where u are from all that as up to race,2,1,My child watch tv see the new go on the internet so he see what going on in the world and he ask question he dosent think somethinh are fair for black men,2,0,NA,NA,3,3,30,Black/African American,Female,0,5,3,4,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
464,12,Male,1,Black/African American,1,1,COVID 19 impacting black people at disproportionate rates,4,1,He has to do better be better because people will make assumptions because of race,3,1,We talked about his hair,4,4,2,32,Black/African American,Female,0,8,9,2.5,1,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
467,6,Female,0,Black/African American,1,1,She heard some kids bullying her in school over her skin color,2,0,NA,NA,1,Trying to make her understand that black is beautiful. And we are strong; that's who we are,2,2,3,34,Black/African American,Male,1,4,8,1.5,1,0,1,1,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,1,0,0,0,0
468,5,Male,1,Black/African American,1,1,you will not always get treated the same because of your skin sadly,3,0,NA,NA,1,.,4,4,1,22,Black/African American,Female,0,5,4,1,1,0,1,1,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,1
469,15,Female,0,Black/African American,1,1,"The evening news was on TV one evening after a day of school and work for my family, There was a topic of discussion about how schools in the low income households don't have resources as much as schools in middle to upper class schools does. My daughter asked if there was a possibility that it has anything to do with race and that the kids are black, reason they have limited resources.",3,1,Politics and class separation. Racism and the government,4,1,How the fact of being black and treated unfairly hasnt changed too much over time,2,2,1,33,Black/African American,Female,0,8,5,5,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0
470,6,Male,1,Black/African American,1,0,NA,NA,0,NA,NA,0,NA,NA,5,5,53,Black/African American,Female,0,8,9,2.5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
471,17,Female,0,Black/African American,1,1,Some reasons why people are racist,2,1,Inequality in school,2,1,Being Black,2,3,3,59,Black/African American,Female,0,5,6,2,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
472,14,Male,1,Black/African American,1,0,NA,NA,0,NA,NA,1,"We talked about why there's almost never any good black presidential candidates. I ask my son if Barrack Obama was a good President. He said yes and he wish he was still his president. I asked him, would he (my son) run for President if he could, he said, no! I asked why and he said you have to live a presidential life prior to running and if you're black, you can't have skeletons in your closet and still win unlike other candidates. I asked if he thinks that's why there's no other black men stepping forward to be the next President, he said yes because most black men have been to jail or have some kind of secret that they don't want to get out. I started to laugh but he did make a interesting point. I got serious and told him that being black on that level would obviously be met with objection. Being black, it would take a strong individual with the right morals, ethics, and upbringing to do well in that position no matter the obstacles.",3,2,2,47,Black/African American,Male,1,4,4,4.5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,0,0,0,0,1,0
473,7,Male,1,Black/African American,1,1,"He started school this year, hes autistic so I wanted him to be clear on who he is and respectful of other s who maybe different",5,0,NA,NA,1,I wanted to let him know his skin is black but we have to love everyone the same,3,2,2,34,Black/African American,Female,0,5,4,7,1,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,1,0,0,0,0,0
474,10,Female,0,Black/African American,1,1,About the different types of race and what people think.,3,0,NA,NA,1,Being a black person in this world,3,1,1,39,Black/African American,Male,1,9,6,4,1,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,0,0,0,0,1,0
476,13,Female,0,Black/African American,1,1,There's no details to provide,4,1,There's no details to provide,4,1,We talked about being black,4,5,3,35,Black/African American,Female,0,8,4,6,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
477,12,Female,0,Black/African American,1,0,NA,NA,1,"I tell her to treat ppl like ppl, not by the skin color or status.",4,1,To stay prepared for the racist cops and racist whites,4,5,4,31,Black/African American,Male,1,10,4,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
478,6,Male,1,Black/African American,1,0,NA,NA,0,NA,NA,0,NA,NA,3,1,44,Black/African American,Female,0,5,6,7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
480,16,Female,0,Black/African American,1,1,How others see our own race and how they might mimic our styles or heritage.,4,1,How people of our races or similar to our race are being treated horribly in recent times.,4,1,"How ""being black"" affects people's perspective of you and how you're seen to society.",5,3,1,31,Black/African American,Female,0,4,2,2,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0
481,6,Male,1,Black/African American,1,1,I talked with them about how beautiful black skin and how they should be proud of how they look,2,0,NA,NA,1,I talked about having black skin and how they should be proud to look the way they do,2,3,1,25,Black/African American,Male,1,6,6,2,1,0,1,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,1,0,0,0,0
482,3,Female,0,Black/African American,1,1,To love the skin that their in and that others might not like the color of their skin because they don't like themselves or have hatred,3,1,"Because going out in the real world this is something that she will one day have to deal with, so I wanted to prepare her for it.",3,1,Black is beautiful and that they should love the skin their in,3,3,3,25,Black/African American,Female,0,6,4,4,1,0,1,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
483,9,Female,0,Black/African American,1,1,basically we talked about how blacks get done or get treated in the community and by the justice system how the whites rule the world and want us out.,5,1,basically how some jobs arent even available to blacks they not gone hire someone from the hood that changed his life around to be a president of the united states,3,1,black history month,5,5,1,23,Black/African American,Female,0,1,3,5.5,1,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
484,8,Male,1,Black/African American,1,1,I thouhght it was time my son knew what race he was so i explained to him what his race was and also told him that race can mean more than one thing depending on they way the word is used in a sentence,2,0,NA,NA,0,NA,NA,1,1,26,Black/African American,Female,0,4,3,3,1,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
